pair,type,enrichment_ratio_r1_d2,enrichment_ratio_r1_d5,enrichment_ratio_r1_d10,enrichment_ratio_r2_d2,enrichment_ratio_r2_d5,enrichment_ratio_r2_d10,enrichment_fraction_r1_d2,enrichment_fraction_r1_d5,enrichment_fraction_r1_d10,enrichment_fraction_r2_d2,enrichment_fraction_r2_d5,enrichment_fraction_r2_d10,bound_r1_d2,bound_r1_d5,bound_r1_d10,bound_r2_d2,bound_r2_d5,bound_r2_d10,unbound_r1_d2,unbound_r1_d5,unbound_r1_d10,unbound_r2_d2,unbound_r2_d5,unbound_r2_d10,norm_bound_r1_d2,norm_bound_r1_d5,norm_bound_r1_d10,norm_bound_r2_d2,norm_bound_r2_d5,norm_bound_r2_d10,norm_unbound_r1_d2,norm_unbound_r1_d5,norm_unbound_r1_d10,norm_unbound_r2_d2,norm_unbound_r2_d5,norm_unbound_r2_d10,avg_enrichment_d2,avg_enrichment_d5,avg_enrichment_d10,domain1,domain2,d1_Gene,d1_Pathway,d1_Description,d2_Gene,d2_Pathway,d2_Description,d1_avg_d2,d1_sd_d2,d1_avg_d5,d1_sd_d5,d1_avg_d10,d1_sd_d10,d1_description,d2_avg_d2,d2_sd_d2,d2_avg_d5,d2_sd_d5,d2_avg_d10,d2_sd_d10,d2_description,composition,character,control,hit_gene,ctrl_character,order,hit_score_d2,hit_score_d5,hit_score_d10
DMD_control_tiles;ENSG00000198947;;251; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,0.7630381919800354,3.0311192521973687,1.0283953788188616,-2.9321640563247664,1.2898344798324368,-0.4118937524021847,0.6292259979835851,0.8910014779831016,0.6710260426617213,0.11584070307318964,0.7097242401188372,0.42910516350482175,2229,421,454,178,337,375,771,14,462,24,165,482,4.441913255791092e-5,1.9778470791591248e-5,2.704459361596284e-5,5.915274591532843e-6,3.374528955310923e-5,2.6739458841840593e-5,2.6174156181359675e-5,2.419551636342772e-6,1.3258750660641644e-5,4.5148595314328285e-5,1.3801754278251062e-5,3.5575006506093e-5,-1.0845629321723655,2.1604768660149025,0.30825081320833847,DMD_control_tiles;ENSG00000198947;;251;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD,Dystrophin,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-0.9151563794344381,1.8045772052738573,0.6843711871945083,2.019850518637156,0.29129084873771066,1.0585850540393396,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;251;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- DMD_control_tiles;ENSG00000198947;;251;,1 control Pair,-0.2650572592724228,1.3776308178540542,-1.0312929646425089,NA,2.501626700094542,0.9655155550978444,0.4541978399411195,0.7220997231813535,0.3285307434462547,NA,0.8499227745556759,0.6613339436771561,482,325,33,NA,123,95,340,34,140,NA,26,47,9.60521394926562e-6,1.526841569422127e-5,1.965796452261616e-6,NA,1.2316530014933042e-5,6.77399623993295e-6,1.1542429444438768e-5,5.876053973975303e-6,4.017803230497468e-6,NA,2.174821886269864e-6,3.468932169681267e-6,NA,1.939628758974298,-0.03288870477233224,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD_control_tiles;ENSG00000198947;;251;,ABL1,Non-receptor tyrosine kinase,NucDom Act,DMD,Dystrophin,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-0.9151563794344381,1.8045772052738573,0.6843711871945083,2.019850518637156,0.29129084873771066,1.0585850540393396,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;251;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- DMD_control_tiles;ENSG00000198947;;255;,1 control Pair,-1.1865361482364891,1.641505710190437,1.6436383510295134,0.33491718257172953,1.129671630349484,0.5599792043146323,0.3052450735475883,0.7572764165420843,0.7575480256777697,0.5577774784323843,0.686332501941802,0.5958367902144938,857,1515,569,357,276,235,1145,132,378,5,151,154,1.707815011311335e-5,7.117430700536993e-5,3.389509640414726e-5,1.1863781062793398e-5,2.763709174082536e-5,1.6756727540886772e-5,3.887082857024232e-5,2.2812915428374703e-5,1.0848068722343165e-5,9.405957357151724e-6,1.2630696339490366e-5,1.1366288385764151e-5,-0.4258094828323799,1.3855886702699602,1.1018087776720729,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD_control_tiles;ENSG00000198947;;255;,ABL1,Non-receptor tyrosine kinase,NucDom Act,DMD,Dystrophin,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-0.8724481765272949,1.7833766460024334,0.21691549812720454,1.851741460099468,0.7430361743220529,1.1800400260923025,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;255;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
DMD_control_tiles;ENSG00000198947;;255; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-3.1017548665870653,2.4783497558066605,1.1188873931957235,-1.3635033679327104,3.5133085051421773,2.379092097248408,0.10433377978262746,0.8478531332209539,0.6847210317410635,0.27986960224741586,0.9194753498423652,0.8387640987311198,51,123,113,110,124,140,257,6,108,5,13,26,1.0163193182832915e-6,5.778508093505281e-6,6.731363609259473e-6,3.655506770048386e-6,1.241666440529835e-5,9.982731300953822e-6,8.724718727119891e-6,1.0369507012897594e-6,3.099448206383761e-6,9.405957357151724e-6,1.087410943134932e-6,1.918983753440701e-6,-2.232629117259888,2.995829130474419,1.7489897452220655,DMD_control_tiles;ENSG00000198947;;255;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD,Dystrophin,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-0.8724481765272949,1.7833766460024334,0.21691549812720454,1.851741460099468,0.7430361743220529,1.1800400260923025,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;255;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- DMD_control_tiles;ENSG00000198947;;259;,1 control Pair,-0.4820991385296479,3.3344985046966364,1.509368466805098,0.12064541836769165,1.974321760948404,2.979200172140663,0.41722740079645904,0.9098084414852888,0.7400473164494563,0.5208940830352586,0.7971369802486816,0.8874569501623121,2310,2041,886,677,430,604,1894,55,646,11,131,74,4.603328676930203e-5,9.58856505597096e-5,5.277865626375127e-5,2.249798257566143e-5,4.305778785708299e-5,4.306835504125792e-5,6.429812166990302e-5,9.50538142848946e-6,1.853929204929546e-5,2.0693106185733797e-5,1.0957756426975084e-5,5.461722990561995e-6,-0.18072686008097813,2.65441013282252,2.2442843194728805,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD_control_tiles;ENSG00000198947;;259;,ABL1,Non-receptor tyrosine kinase,NucDom Act,DMD,Dystrophin,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-0.7350694648386754,1.6730542782175972,-0.17515025624857342,1.8897090253838298,0.5311832241506199,1.085538831660686,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;259;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
DMD_control_tiles;ENSG00000198947;;259; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,0.8017302647240296,2.097735844325352,0.43940272089909377,0.8064216335096019,3.762954783977932,1.2459718229845025,0.6354609755440518,0.8106193671538229,0.5755594943748139,0.6362139258306516,0.9313926648100416,0.7034209804615517,1467,1055,456,495,533,491,494,67,698,5,47,200,2.923412627297233e-5,4.9563626330472126e-5,2.7163732794887783e-5,1.6449780465217737e-5,5.3371630064709845e-5,3.501086477691662e-5,1.677047101633162e-5,1.1579282831068978e-5,2.003161896348023e-5,9.405957357151724e-6,3.931408794410909e-6,1.4761413488005393e-5,0.8040759491168158,2.930345314151642,0.842687271941798,DMD_control_tiles;ENSG00000198947;;259;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD,Dystrophin,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-0.7350694648386754,1.6730542782175972,-0.17515025624857342,1.8897090253838298,0.5311832241506199,1.085538831660686,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;259;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
DMD_control_tiles;ENSG00000198947;;297; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-1.648868482362456,1.5565392637807738,0.3425708490096273,-1.116057528871505,1.486517064022666,0.437158926134479,0.24178674991564683,0.7462878074170076,0.5590856439793254,0.3157025692737,0.7369886126132812,0.5751795092558029,2531,3322,2110,2246,1896,1557,4659,307,3454,86,810,1111,5.0437337148529626e-5,1.560666982652402e-4,1.2569183376581847e-4,7.46388018684425e-5,1.898548041326264e-4,1.1102223311132214e-4,1.5816523171070652e-4,5.305731088265935e-5,9.912494541527326e-5,1.6178246654300967e-4,6.775406645686885e-5,8.199965192586995e-5,-1.3824630056169802,1.5215281639017195,0.3898648875720531,DMD_control_tiles;ENSG00000198947;;297;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD,Dystrophin,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.1831573047758703,0.9185321342027783,0.8061162278645105,1.5733258119372076,0.20553806537429525,0.710506250278314,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;297;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- DMD_control_tiles;ENSG00000198947;;297;,1 control Pair,-1.472318285019057,0.9776104775334736,0.05005731198698027,-1.623262641733643,1.0001261797628658,-0.6390987969623443,0.2649235393794476,0.6632090741147073,0.5086734010349476,0.2450554255703139,0.6666861021937618,0.39102885528691866,1301,1543,1018,588,934,876,2119,213,2041,32,559,1318,2.5926106531109067e-5,7.248973974210284e-5,6.064184207279773e-5,1.954034527989501e-5,9.352552060119888e-5,6.246337585453963e-5,7.193649409636985e-5,3.6811749895786455e-5,5.857383138175238e-5,6.019812708577105e-5,4.675867055480208e-5,9.727771488595554e-5,-1.5477904633763502,0.9888683286481696,-0.294520742487682,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD_control_tiles;ENSG00000198947;;297;,ABL1,Non-receptor tyrosine kinase,NucDom Act,DMD,Dystrophin,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.1831573047758703,0.9185321342027783,0.8061162278645105,1.5733258119372076,0.20553806537429525,0.710506250278314,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;297;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- DMD_control_tiles;ENSG00000198947;;357;,1 control Pair,-1.4786955703950793,1.873789215438335,0.5367546858786642,-1.3228320033369838,2.7489918025732587,0.5781164965415733,0.2640636103390472,0.7856349281322363,0.5919542369922437,0.2855864372519698,0.8705077825802806,0.5988605922173681,2041,3802,2161,1403,2016,1604,3339,282,3092,62,359,1038,4.067270056110193e-5,1.7861697375209007e-4,1.2872988282840465e-4,4.662432725798078e-5,2.018709309764635e-4,1.1437357861949948e-4,1.1335344680876778e-4,4.873668296061869e-5,8.873605420498695e-5,1.166338712286814e-4,3.002927142964928e-5,7.661173600274798e-5,-1.4007637868660314,2.311390509005797,0.5574355912101188,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD_control_tiles;ENSG00000198947;;357;,ABL1,Non-receptor tyrosine kinase,NucDom Act,DMD,Dystrophin,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.2941287105750032,1.4626915884174774,0.005629607067988982,1.8135244458670914,-0.02710776026362247,0.7634265868057779,Control,A-C,Activator,DMD_control_tiles;ENSG00000198947;;357;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
DMD_control_tiles;ENSG00000198947;;357; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-1.359329096338055,2.4768659872265455,-0.5572469851705634,-1.1590663126586915,2.047767591125927,0.20225475943450613,0.2804531137671143,0.8477204149744175,0.4046193556959981,0.3092979383768707,0.8052450175100294,0.5349907890808052,3634,5345,1197,1597,1872,2059,5473,261,3656,63,542,1729,7.241773338512709e-5,2.511067134941929e-4,7.130479858658044e-5,5.307131192515702e-5,1.87451578763859e-4,1.4681745534759943e-4,1.8579916573356872e-4,4.510735550610453e-5,1.0492206150499102e-4,1.1851506270011174e-4,4.5336671629164096e-5,1.2761241960380663e-4,-1.259197704498373,2.262316789176237,-0.17749611286802863,DMD_control_tiles;ENSG00000198947;;357;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,DMD,Dystrophin,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.2941287105750032,1.4626915884174774,0.005629607067988982,1.8135244458670914,-0.02710776026362247,0.7634265868057779,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,DMD_control_tiles;ENSG00000198947;;357;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;124;,1 control Pair,-0.20173493938995937,2.2050178510402185,0.9128950200657846,-1.724258315748186,1.9794772351419128,0.4702418477886446,0.4650988488482455,0.8217723737334041,0.653117423732677,0.23233649003526957,0.7977142363899044,0.5807728479442776,4860,4444,3114,1679,2553,1943,3281,262,3433,98,775,1355,9.68492526834666e-5,2.0877796721575177e-4,1.854997015861416e-4,5.579632606282945e-5,2.556430986026346e-4,1.385460494125234e-4,1.1138444413883413e-4,4.528018062298615e-5,9.852227493069864e-5,1.843567642001738e-4,6.48264216099671e-5,1.0000857638123652e-4,-0.9629966275690728,2.092247543091066,0.6915684339272146,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;124;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.2258163849474977,1.5702283036841749,0.3435698141829356,1.8671623702147129,0.08361478349272544,0.7344925142335654,Control,A-C,Activator,Random_control;;;124;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Random_control;;;124; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-0.8135396288075207,1.5809983970513803,0.20275573443803444,-1.7229541054732402,2.076544917002088,1.386653488055821,0.3626449320198003,0.7494844510645671,0.5350771752264422,0.2324977648194678,0.808354169382083,0.7233529868888083,3631,3753,1746,1389,2403,2222,3746,341,3149,81,682,821,7.235794989581631e-5,1.7631496646280747e-4,1.0400850320147825e-4,4.61590809417928e-5,2.406229400478382e-4,1.584402067908528e-4,1.2717041382019888e-4,5.893336485663465e-5,9.037187409168948e-5,1.5237650918585797e-4,5.7047251016771054e-5,6.0595602368262134e-5,-1.2682468671403804,1.828771657026734,0.7947046112469277,Random_control;;;124;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,NA,Random,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.2258163849474977,1.5702283036841749,0.3435698141829356,1.8671623702147129,0.08361478349272544,0.7344925142335654,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,Random_control;;;124;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;205;,1 control Pair,-1.2128909242711206,0.8099422903170125,0.14754021611204393,-1.5010068916826451,1.2356924487074403,0.4526215176687651,0.30138486566104367,0.6367785426877569,0.5255445118570362,0.2610692145182198,0.7019323874854031,0.57779626180170085,2620,2799,1959,1660,1859,1884,3565,434,3671,83,945,1330,5.221091399808282e-5,1.3149629393269336e-4,1.1669682575698504e-4,5.516492034800291e-5,1.8614983168910995e-4,1.3433904122140715e-4,1.2102576755713002e-4,7.500610072662593e-5,1.0535254042254432e-4,1.5613889212871864e-4,7.9046410866347e-5,9.816339969523584e-5,-1.356948907976883,1.0228173695122265,0.30008086689040453,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;205;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.3734530995244667,1.2911184190425231,-0.16366421890372546,1.738419130885381,-0.04995386482655279,0.6804343181616458,Control,A-C,Activator,Random_control;;;205;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Random_control;;;205; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-1.4358741109030897,1.2741410166212102,-0.041571460814997,-1.7497950476625752,1.2730286274788087,0.3630041537607224,0.2698719994306189,0.7074781235918165,0.49279671319401297,0.22919442581339047,0.7073185272145839,0.5625740426620924,4528,7180,3021,2205,3119,3790,7191,807,6454,131,1545,2847,9.023321319974008e-5,3.373145374907961e-4,1.7995972976613155e-4,7.327629479960628e-5,3.1231916354939964e-4,2.702467973615356e-4,2.4412238274987993e-4,1.394698693234726e-4,1.8522072892593328e-4,2.464360827573752e-4,1.292346082418054e-4,2.1012872100175672e-4,-1.5928345792828322,1.2735848220500094,0.1607163464728627,Random_control;;;205;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,NA,Random,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.3734530995244667,1.2911184190425231,-0.16366421890372546,1.738419130885381,-0.04995386482655279,0.6804343181616458,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,Random_control;;;205;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;21;,1 control Pair,-0.4952641496023644,0.8167465861986498,0.06366610961159973,-1.524502250716825,1.2277264670409962,0.3029654079543743,0.4150102883734544,0.6378686962831376,0.5110307060009515,0.2579397446352517,0.7007758539421522,0.5523078152013072,4404,2566,1222,1279,1076,1480,3644,396,2427,65,550,1159,8.776216230822776e-5,1.2055001437345164e-4,7.279403832314226e-5,4.2503574171744414e-5,1.077446040330728e-4,1.0553173089579754e-4,1.2370768498686725e-4,6.843874628512411e-5,6.965148886012397e-5,1.2227744564297243e-4,4.600584759417021e-5,8.554239116299124e-5,-1.009883200159595,1.022236526619823,0.18331575878298703,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;21;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.1282238431064355,1.4410448701167542,-0.1580536242660163,1.6959808009365938,0.3795897062437013,0.7496552136902149,Control,A-C,Activator,Random_control;;;21;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Random_control;;;21; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-3.1967926563983857,2.343190172525025,-1.0771077587005895,-2.444423363316278,NA,3.2101159251996445,0.09833634957140049,0.8353701997968781,0.3215638586896332,0.15520526331750348,NA,0.9024794507026636,34,448,29,52,NA,182,183,24,127,5,NA,19,6.77546212188861e-7,2.1046923787726553e-5,1.7275180944117232e-6,1.7280577458410552e-6,NA,1.2977550691239969e-5,6.21254290685969e-6,4.1478028051590375e-6,3.6447215019512743e-6,9.405957357151724e-6,NA,1.4023342813605123e-6,-2.820608009857332,NA,1.0665040832495274,Random_control;;;21;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,NA,Random,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.1282238431064355,1.4410448701167542,-0.1580536242660163,1.6959808009365938,0.3795897062437013,0.7496552136902149,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,Random_control;;;21;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Random_control;;;257; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-1.9348695463176089,1.423938450365111,0.19598632410355676,-1.190138020820527,1.1686254159290788,0.17034032945314517,0.20732110849705093,0.7284947459145792,0.5339097091130591,0.30471586997947997,0.692115771824058,0.5294834859239236,2889,7324,4421,2729,3059,3237,6484,742,8011,110,1629,2779,5.757150020628293e-5,3.4407962013685106e-4,2.6335715501359406e-4,9.068979977692768e-5,3.063111001274811e-4,2.30815008722768e-4,2.201209191698264e-4,1.282362367261669e-4,2.2990444056796583e-4,2.0693106185733795e-4,1.3626095587436957e-4,2.051098404158349e-4,-1.5625037835690678,1.2962819331470947,0.18316332677835095,Random_control;;;257;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,NA,Random,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,Random_control;;;257;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;257;,1 control Pair,-1.6545839939111626,1.0181628389787758,0.4408097499985282,-1.0792225599632168,1.7931460225271458,0.29015196766259826,0.2410612124759351,0.6694584431891974,0.5757977282685456,0.3212441476960028,0.776070849907125,0.5501107099291319,1277,1736,1164,643,938,848,2360,233,1780,24,324,670,2.5447838616622812e-5,8.155682967744039e-5,6.933900213431883e-5,2.13680986649192e-5,9.392605816266012e-5,6.0466829594348865e-5,8.011803967316321e-5,4.026825223341899e-5,5.108349821632495e-5,4.5148595314328285e-5,2.710162658274754e-5,4.945073518481806e-5,-1.3669032769371898,1.4056544307529608,0.3654808588305633,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;257;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.1911654880169593,1.0011647047565508,-0.02554605352615294,1.647135339616673,-0.018038893562249327,0.5859941529839255,Control,A-C,Activator,Random_control;;;257;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;297;,1 control Pair,-0.356325170704443,2.4218839822141747,0.03350744958105384,-1.175236730500889,2.355114311997359,0.18947224300725896,0.43856553806481013,0.842735235824659,0.5058061375540218,0.3069085726017315,0.8365037357996993,0.5327859266289972,4450,4948,1569,1128,2590,1983,3344,251,3182,45,606,1680,8.867884247765976e-5,2.3245575647694417e-4,9.346468586662048e-5,3.7485560332859814e-5,2.59348071046151e-4,1.4139825835565305e-4,1.1352318841824482e-4,4.3379104337288266e-5,9.131892771030676e-5,8.465361621436554e-5,5.069007934921299e-5,1.239958732992453e-4,-0.765780950602666,2.388499147105767,0.1114898462941564,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;297;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,A-C,Activator,Random_control;;;297;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Random_control;;;297; --- Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,1 control Pair,-1.978009024993632,1.8370047851879856,0.09195846744873527,-0.5010068916826456,2.4294769143387063,1.136512536701594,0.2024500334785648,0.7813096397020013,0.5159297950668639,0.4140442277277524,0.8434314997182368,0.6873524048506963,880,2116,1048,960,1035,999,2035,161,2041,24,230,439,1.7536490197829346e-5,9.940913110452988e-5,6.242892975667193e-5,3.190260453860409e-5,1.0363909402809513e-4,7.123391835466334e-5,6.908483505715556e-5,2.782484381794187e-5,5.857383138175238e-5,4.5148595314328285e-5,1.923880899392572e-5,3.2401302606171834e-5,-1.2395079583381388,2.1332408497633457,0.6142355020751646,Random_control;;;297;,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,NA,Random,Control,ABL1,Non-receptor tyrosine kinase,NucDom Act,-1.221769194177444,1.622341343013299,0.3595511180855213,1.8486682559997636,0.051833018131400545,0.763791497079229,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,C-A,Activator,Random_control;;;297;,ABL1,NucDom Act,C-H,-1.1027223445843624,1.8874183363328272,0.6173506211712967
Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46 --- Random_control;;;372;,1 control Pair,-1.9183524593060468,2.0364055638982044,0.5232892472536438,-1.201697099457302,2.311295487990392,0.21932994410739615,0.2092088940461488,0.8040069596266374,0.5896978545428604,0.30302104535873575,0.8323072113886549,0.5379339488798051,818,2158,1067,443,1107,1052,1815,143,1541,18,267,873,1.6300964752073188e-5,1.0138228020962924e-4,6.356075195645891e-5,1.472172271937668e-5,1.1084877013439736e-4,7.501309520431014e-5,6.161620424016577e-5,2.4713991714072596e-5,4.4224534129975704e-5,3.3861446485746216e-5,2.2333747832078992e-5,6.443356987514353e-5,-1.5600247793816744,2.173850525944298,0.37130959568052,Short_nuclear_domain;ABL1_HUMAN;SH3_1;50;46,Random_control;;;372;,ABL1,Non-receptor tyrosine kinase,NucDom Act,NA,Random,Control,-1.1027223445843624,0.8442560375878934,1.8874183363328272,0.6105056133625522,0.6173506211712967,0.677635081943582,Activator,-1.302250609553733,1.3797424787493329,0.0998307017586648,1.896492242602414,-0.03027253229978106,0.7104379947513485,Control,A-C,Activator,Random_control;;;372;,ABL1,NucDom Act,H-C,-1.1027223445843624,1.8874183363328272,0.6173506211712967
